"Time","Action","Source","SourcePath","RelativePath","DestPath","SourceHash","DestHash","Note"
"8/23/2025 9:32:40 PM","skipped_same","frontend_unified","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_unified\MIGRATION_SUMMARY.md","MIGRATION_SUMMARY.md","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_final\MIGRATION_SUMMARY.md","306E6DFE476B4696C3B1016F1FD6D1A8AA5AB908FC8B7BC48BA4FB5728AFAB06","306E6DFE476B4696C3B1016F1FD6D1A8AA5AB908FC8B7BC48BA4FB5728AFAB06","identical content"
"8/23/2025 9:32:40 PM","skipped_same","frontend_unified","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_unified\README.md","README.md","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_final\README.md","C6007EF914B10A450522E2B156833900B99636D0D0292831165FFA277A8BD419","C6007EF914B10A450522E2B156833900B99636D0D0292831165FFA277A8BD419","identical content"
"8/23/2025 9:32:40 PM","skipped_same","frontend_unified","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_unified\__init__.py","__init__.py","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_final\__init__.py","56F564C8B5033BBDF53CA78181B98D0641EFD0FA5E4F409941330E71FAD815CE","56F564C8B5033BBDF53CA78181B98D0641EFD0FA5E4F409941330E71FAD815CE","identical content"
"8/23/2025 9:32:40 PM","skipped_same","frontend_unified","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_unified\archive\20250823_redundancy_cleanup\unified_gamma_dashboard_streamlined.py","archive\20250823_redundancy_cleanup\unified_gamma_dashboard_streamlined.py","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_final\archive\20250823_redundancy_cleanup\unified_gamma_dashboard_streamlined.py","6944AC2719342994E44441C8F2CF741E4B7998F60B90E997FE59C3838A398713","6944AC2719342994E44441C8F2CF741E4B7998F60B90E997FE59C3838A398713","identical content"
"8/23/2025 9:32:40 PM","skipped_same","frontend_unified","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_unified\archive\20250823_redundancy_cleanup\user_intelligence_system.py","archive\20250823_redundancy_cleanup\user_intelligence_system.py","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_final\archive\20250823_redundancy_cleanup\user_intelligence_system.py","750CBFB9FB09E86BE67BE7DC514C220C2F1B84E01038989B3345FC0B6E1A3C0B","750CBFB9FB09E86BE67BE7DC514C220C2F1B84E01038989B3345FC0B6E1A3C0B","identical content"
"8/23/2025 9:32:40 PM","skipped_same","frontend_unified","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_unified\charts\chart_integration.py","charts\chart_integration.py","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_final\charts\chart_integration.py","814AA53B578205B64A76D22D58A7D59C59F22C294E017DDCDED1B14A9431B950","814AA53B578205B64A76D22D58A7D59C59F22C294E017DDCDED1B14A9431B950","identical content"
"8/23/2025 9:32:40 PM","skipped_same","frontend_unified","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_unified\charts\__pycache__\chart_integration.cpython-311.pyc","charts\__pycache__\chart_integration.cpython-311.pyc","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_final\charts\__pycache__\chart_integration.cpython-311.pyc","B9AE6FBCCEC1F370FC73639D92DAC634FD8301A1B448D62DAE5DF31A32B5E8A4","B9AE6FBCCEC1F370FC73639D92DAC634FD8301A1B448D62DAE5DF31A32B5E8A4","identical content"
"8/23/2025 9:32:40 PM","skipped_same","frontend_unified","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_unified\coordination\agent_coordination_dashboard.py","coordination\agent_coordination_dashboard.py","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_final\coordination\agent_coordination_dashboard.py","63DEC5680748DE7AC60D507D7B6C5CCF74FE9CEB1B275F3B9CA1EA5DFCB96E36","63DEC5680748DE7AC60D507D7B6C5CCF74FE9CEB1B275F3B9CA1EA5DFCB96E36","identical content"
"8/23/2025 9:32:40 PM","skipped_same","frontend_unified","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_unified\coordination\agent_coordination_dashboard_root.py","coordination\agent_coordination_dashboard_root.py","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_final\coordination\agent_coordination_dashboard_root.py","1CB4310D23402BF87594F2C9E9E7FACADB02966FA427B16F66101DEC226012E7","1CB4310D23402BF87594F2C9E9E7FACADB02966FA427B16F66101DEC226012E7","identical content"
"8/23/2025 9:32:40 PM","skipped_same","frontend_unified","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_unified\coordination\gamma_alpha_collaboration_dashboard.py","coordination\gamma_alpha_collaboration_dashboard.py","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_final\coordination\gamma_alpha_collaboration_dashboard.py","C86F7FA690800AFD2EFFAD0F160B1FC8795746BDE83BD5E9111FC7FD6940FB2E","C86F7FA690800AFD2EFFAD0F160B1FC8795746BDE83BD5E9111FC7FD6940FB2E","identical content"
"8/23/2025 9:32:40 PM","skipped_same","frontend_unified","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_unified\coordination\unified_cross_agent_dashboard.py","coordination\unified_cross_agent_dashboard.py","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_final\coordination\unified_cross_agent_dashboard.py","EBF730ED304662094C0CEFEF77B9EBBDD292162DBA87DC159C8A0AFAD6864E72","EBF730ED304662094C0CEFEF77B9EBBDD292162DBA87DC159C8A0AFAD6864E72","identical content"
"8/23/2025 9:32:40 PM","skipped_same","frontend_unified","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_unified\coordination\unified_greek_dashboard.py","coordination\unified_greek_dashboard.py","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_final\coordination\unified_greek_dashboard.py","EA8B710DE22BA73598B2790602F2858DD8D945DF3D9AE0D3C1819B93D8795BE9","EA8B710DE22BA73598B2790602F2858DD8D945DF3D9AE0D3C1819B93D8795BE9","identical content"
"8/23/2025 9:32:40 PM","skipped_same","frontend_unified","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_unified\core\advanced_gamma_dashboard.py","core\advanced_gamma_dashboard.py","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_final\core\advanced_gamma_dashboard.py","215C7DFD887FBBDD101B5EA642A34E87FBB090C492737E9385FECBD8DA5F7D0E","215C7DFD887FBBDD101B5EA642A34E87FBB090C492737E9385FECBD8DA5F7D0E","identical content"
"8/23/2025 9:32:40 PM","skipped_same","frontend_unified","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_unified\core\api_routes_manager.py","core\api_routes_manager.py","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_final\core\api_routes_manager.py","52D26D676318D1ACB6D13FE269C50F335712B1041495C3C862D827EE40131347","52D26D676318D1ACB6D13FE269C50F335712B1041495C3C862D827EE40131347","identical content"
"8/23/2025 9:32:40 PM","skipped_same","frontend_unified","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_unified\core\dashboard_helpers.py","core\dashboard_helpers.py","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_final\core\dashboard_helpers.py","ACF5830E6A013AB76F41965F5E6CA88DF769719330119F6FF6BA86E04EE91D09","ACF5830E6A013AB76F41965F5E6CA88DF769719330119F6FF6BA86E04EE91D09","identical content"
"8/23/2025 9:32:40 PM","skipped_same","frontend_unified","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_unified\core\dashboard_helper_methods.py","core\dashboard_helper_methods.py","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_final\core\dashboard_helper_methods.py","36D543BA9AB8EDEC0A1D518E4774D0023F5F63A830F15443C45052A6DABA80F0","36D543BA9AB8EDEC0A1D518E4774D0023F5F63A830F15443C45052A6DABA80F0","identical content"
"8/23/2025 9:32:40 PM","skipped_same","frontend_unified","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_unified\core\flask_routes_consolidated.py","core\flask_routes_consolidated.py","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_final\core\flask_routes_consolidated.py","9EC7D1EF3BB8501DD67475254702EA1F00F8CB389D26999F700498D43D6EC144","9EC7D1EF3BB8501DD67475254702EA1F00F8CB389D26999F700498D43D6EC144","identical content"
"8/23/2025 9:32:40 PM","skipped_same","frontend_unified","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_unified\core\ironclad_master_dashboard.py","core\ironclad_master_dashboard.py","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_final\core\ironclad_master_dashboard.py","5B620E06CD1882313CB2B8730A9ACD96BFA8DBE32D2E7B939361C6F1A5AD125F","5B620E06CD1882313CB2B8730A9ACD96BFA8DBE32D2E7B939361C6F1A5AD125F","identical content"
"8/23/2025 9:32:40 PM","skipped_same","frontend_unified","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_unified\core\socketio_events_consolidated.py","core\socketio_events_consolidated.py","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_final\core\socketio_events_consolidated.py","27B7CB55A57B7C8A8EBA389D4C43D9E7DA2B9BA9ABAEE2936A253BF80ED69E08","27B7CB55A57B7C8A8EBA389D4C43D9E7DA2B9BA9ABAEE2936A253BF80ED69E08","identical content"
"8/23/2025 9:32:40 PM","skipped_same","frontend_unified","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_unified\core\socketio_handlers.py","core\socketio_handlers.py","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_final\core\socketio_handlers.py","7C17337BA33837EED4346B20DD42D38CCA5700CFDC21ED7A5BF87E07FD82A65A","7C17337BA33837EED4346B20DD42D38CCA5700CFDC21ED7A5BF87E07FD82A65A","identical content"
"8/23/2025 9:32:40 PM","skipped_same","frontend_unified","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_unified\core\unified_dashboard.py","core\unified_dashboard.py","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_final\core\unified_dashboard.py","C840525A77228B20AC372E1F84DF34F894DFA24046118C15644F5A54761778DD","C840525A77228B20AC372E1F84DF34F894DFA24046118C15644F5A54761778DD","identical content"
"8/23/2025 9:32:40 PM","skipped_same","frontend_unified","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_unified\core\unified_gamma_dashboard.py","core\unified_gamma_dashboard.py","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_final\core\unified_gamma_dashboard.py","6ABB4C827E89F309A4179A95FF795217BD745490141E2F6807B4396309E04B08","6ABB4C827E89F309A4179A95FF795217BD745490141E2F6807B4396309E04B08","identical content"
"8/23/2025 9:32:40 PM","skipped_same","frontend_unified","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_unified\core\unified_gamma_dashboard_enhanced.py","core\unified_gamma_dashboard_enhanced.py","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_final\core\unified_gamma_dashboard_enhanced.py","281851C4B46ACF969C404C10DC80AA26773BEF91C7CF5E0D7E3D1CE01316AE96","281851C4B46ACF969C404C10DC80AA26773BEF91C7CF5E0D7E3D1CE01316AE96","identical content"
"8/23/2025 9:32:40 PM","skipped_same","frontend_unified","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_unified\core\unified_master_dashboard.py","core\unified_master_dashboard.py","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_final\core\unified_master_dashboard.py","C63BFC8567577400BF0D2DD521DA8CCEC7D2DCEA305165B363807DA32B0465FA","C63BFC8567577400BF0D2DD521DA8CCEC7D2DCEA305165B363807DA32B0465FA","identical content"
"8/23/2025 9:32:40 PM","skipped_same","frontend_unified","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_unified\core\advanced\gamma_advanced_features.py","core\advanced\gamma_advanced_features.py","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_final\core\advanced\gamma_advanced_features.py","210FD0840704AA10D55BE4BD6AF4B9C1C09FE385090DDD4EA1F5070186DB1A02","210FD0840704AA10D55BE4BD6AF4B9C1C09FE385090DDD4EA1F5070186DB1A02","identical content"
"8/23/2025 9:32:40 PM","skipped_same","frontend_unified","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_unified\core\advanced\gamma_dashboard_logic.py","core\advanced\gamma_dashboard_logic.py","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_final\core\advanced\gamma_dashboard_logic.py","A037B8F45E4143899EE1869E4DF5CBD65814262EC8EE7D0191E1BF7874B94AE7","A037B8F45E4143899EE1869E4DF5CBD65814262EC8EE7D0191E1BF7874B94AE7","identical content"
"8/23/2025 9:32:40 PM","skipped_same","frontend_unified","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_unified\core\advanced\gamma_data_processing.py","core\advanced\gamma_data_processing.py","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_final\core\advanced\gamma_data_processing.py","47AAC83F8A6B6164F2A2F703141DA2B018866D7ED82EC662B6DDA7C0E38BB279","47AAC83F8A6B6164F2A2F703141DA2B018866D7ED82EC662B6DDA7C0E38BB279","identical content"
"8/23/2025 9:32:40 PM","skipped_same","frontend_unified","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_unified\core\advanced\__init__.py","core\advanced\__init__.py","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_final\core\advanced\__init__.py","717B683F6BD34C29FF5DFE1B056E4F2598D02D36FDE59506CBBCB016DD482D08","717B683F6BD34C29FF5DFE1B056E4F2598D02D36FDE59506CBBCB016DD482D08","identical content"
"8/23/2025 9:32:40 PM","skipped_same","frontend_unified","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_unified\core\analytics\predictive_analytics_engine.py","core\analytics\predictive_analytics_engine.py","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_final\core\analytics\predictive_analytics_engine.py","D9EF2180C329251DEFD3EBC8B982308C7BBEC04D1B6619637BBF90F4AF026811","D9EF2180C329251DEFD3EBC8B982308C7BBEC04D1B6619637BBF90F4AF026811","identical content"
"8/23/2025 9:32:40 PM","skipped_same","frontend_unified","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_unified\core\enhancements\advanced_interaction_manager.py","core\enhancements\advanced_interaction_manager.py","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_final\core\enhancements\advanced_interaction_manager.py","01F5058365570E48092C84B26868BB84F87A6AE25E559161348CE74018D08BEE","01F5058365570E48092C84B26868BB84F87A6AE25E559161348CE74018D08BEE","identical content"
"8/23/2025 9:32:40 PM","skipped_same","frontend_unified","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_unified\core\enhancements\gamma_enhancements.py","core\enhancements\gamma_enhancements.py","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_final\core\enhancements\gamma_enhancements.py","242587990AD9F29C5C755B80CA442102716125C262A953BC84EA4666AA51C433","242587990AD9F29C5C755B80CA442102716125C262A953BC84EA4666AA51C433","identical content"
"8/23/2025 9:32:40 PM","skipped_same","frontend_unified","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_unified\core\enhancements\performance_enhancements.py","core\enhancements\performance_enhancements.py","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_final\core\enhancements\performance_enhancements.py","D159AAA6027DA159E64FCF0B7DCE339D4D2BC51DC24EB4617915B5636790D5A9","D159AAA6027DA159E64FCF0B7DCE339D4D2BC51DC24EB4617915B5636790D5A9","identical content"
"8/23/2025 9:32:40 PM","skipped_same","frontend_unified","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_unified\core\enhancements\ui_enhancements.py","core\enhancements\ui_enhancements.py","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_final\core\enhancements\ui_enhancements.py","F5B59443FDB332352F4022544DC4B7830AAED9BD82AA92D91E710C7A5405FFDC","F5B59443FDB332352F4022544DC4B7830AAED9BD82AA92D91E710C7A5405FFDC","identical content"
"8/23/2025 9:32:40 PM","skipped_same","frontend_unified","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_unified\core\enhancements\__init__.py","core\enhancements\__init__.py","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_final\core\enhancements\__init__.py","1CF91B22A66CB52C53BCE24882BE2391803C2CB811D6F2F6D069F133FB1DD8D6","1CF91B22A66CB52C53BCE24882BE2391803C2CB811D6F2F6D069F133FB1DD8D6","identical content"
"8/23/2025 9:32:40 PM","skipped_same","frontend_unified","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_unified\core\optimization\performance_optimizer.py","core\optimization\performance_optimizer.py","C:\Users\kbass\OneDrive\Documents\testmaster\frontend_final\core\optimization\performance_optimizer.py","BC92AFA4038A8450CAC204A4E6AB509DB93B90CA850E7E36EE859234C5EFFF3A","BC92AFA4038A8450CAC204A4E6AB509DB93B90CA850E7E36EE859234C5EFFF3A","identical content"
